article_id,pmid,title_en,title_ja,aggregated_decision,category_votes
118,32353168,"Lower Blood Pressure, Small-Vessel Disease, and Apathy in Older Persons With Mild Cognitive Deficits",軽度認知障害を有する高齢者の低血圧、小血管疾患、および無関心,2,1+0
120,34017242,"Case Report: Barely Able to Speak, Can't Stop Echoing: Echolalic Dynamic Aphasia in Progressive Supranuclear Palsy",症例報告：ほとんど話せず、反響を止められない：進行性核上性麻痺における反響言語を伴う動的失語症,2,1+0
122,34294015,Behavioral variations among vascular cognitive impairment subtypes - A comparative study,血管性認知障害サブタイプ間における行動変異 - 比較研究,2,1+1
124,25545235,The BCoS cognitive profile screen: Utility and predictive value for stroke,BCoS認知プロファイルスクリーニング：脳卒中に対する有用性と予測価値,1,1+0
127,31304792,"Depression, apathy and impaired self-awareness following severe traumatic brain injury: a preliminary investigation",重度外傷性脳損傷後の抑うつ、無関心、自己認識障害：予備的研究,2,0+1
129,27260328,Dysexecutive syndrome in amnesic mild cognitive impairment: a multicenter study,健忘型軽度認知障害における実行機能障害症候群：多施設共同研究,2,1+1
133,33055276,Apathy and risk of probable incident dementia among community-dwelling older adults,地域在住高齢者における無関心と認知症発症リスク,2,1+0
137,33646168,Neuropsychiatric Symptoms in Patients with Dementia Associated with Increased Psychological Distress in Caregivers During the COVID-19 Pandemic,COVID-19パンデミック下における介護者の心理的苦痛の増大と認知症患者の神経精神症状の関連性,2,1+0
138,31170813,Apathy and Disinhibition Related to Neuropathology in Amnestic Versus Behavioral Dementias,健忘型認知症と行動障害型認知症における神経病理に関連する無関心と抑制解除,2,1+1
141,30517631,The course of neuropsychiatric symptoms in patients with dementia in primary care,プライマリケアにおける認知症患者の神経精神症状の経過,2,1+1
142,28985387,Neuropsychiatric symptoms and psychotropic drug use in patients with dementia in general practices,一般診療における認知症患者の神経精神症状と向精神薬の使用,2,0+1
143,25403309,The course of neuropsychiatric symptoms in community-dwelling patients with dementia: a systematic review,地域在住認知症患者の神経精神症状の経過：系統的レビュー,2,1+1
146,40774233,"Mental fatigue in older adults: A narrative review of subjective, behavioral, neurophysiological, and physical changes",高齢者の精神的疲労：主観的、行動的、神経生理学的、身体的変化に関する記述的レビュー,1,1+0
148,35146060,Depression and Apathy across Different Variants of Progressive Supranuclear Palsy,進行性核上性麻痺の異なる亜型における抑うつと無関心,2,1+1
151,32544926,Motivation and sensitivity to monetary reward in late-life insomnia: moderating role of sex and the inflammatory marker CRP,老年期不眠症における金銭的報酬への動機付けと感受性：性別と炎症マーカーCRPの調整作用,2,1+0
152,38909542,Social dysfunction relates to shifts within socioaffective brain systems among Schizophrenia and Alzheimer's disease patients,社会機能障害は、統合失調症およびアルツハイマー病患者における社会情動的脳システム内の変化と関連する,2,1+1
153,35830959,Implementing Affordable Socially Assistive Pet Robots in Care Homes Before and During the COVID-19 Pandemic: Stratified Cluster Randomized Controlled Trial and Mixed Methods Study,COVID-19パンデミック前および期間中の介護施設における手頃な価格の社会支援型ペットロボットの導入：層別クラスター無作為化比較試験と混合手法研究,2,1+1
156,36514440,Effect of traumatic brain injury on mild behavioral impairment domains prior to all-cause dementia diagnosis and throughout disease progression,外傷性脳損傷が、全原因性認知症診断前および疾患進行過程における軽度行動障害領域に及ぼす影響,2,1+1
157,33470043,Traumatic brain injury alters neuropsychiatric symptomatology in all-cause dementia,外傷性脳損傷は全原因性認知症における神経精神症状を変化させる,2,1+1
158,30121084,Apathy is associated with faster global cognitive decline and early nursing home admission in dementia with Lewy bodies,無関心はレビー小体型認知症における全般的認知機能低下加速および早期介護施設入所と関連する,2,1+1
163,25687925,The course of neuropsychiatric symptoms in dementia: a 3-year longitudinal study,認知症における神経精神症状の経過：3年間の縦断研究,2,1+1
166,30604055,Clinical and demographic correlates of apathy in Parkinson's disease,パーキンソン病における無気力の臨床的・人口統計学的相関,2,1+1
168,39825282,Changes in sensor recorded activity patterns and neuropsychiatric symptoms after deep brain stimulation for Parkinson's disease: 5 case reports,パーキンソン病に対する深部脳刺激術後のセンサー記録活動パターンと神経精神症状の変化：5症例報告,2,1+0
170,40033596,User Experience in Virtual Reality (VR) Applications for Elderly People with Cognitive Impairment and Dementia: A Scoping Review,認知機能障害および認知症を有する高齢者向けバーチャルリアリティ（VR）アプリケーションにおけるユーザー体験：スコーピングレビュー,1,0+1
171,27573215,Non-Motor symptoms in Portuguese Parkinson's Disease patients: correlation and impact on Quality of Life and Activities of Daily Living,ポルトガル人パーキンソン病患者における非運動症状：相関関係と生活の質および日常生活動作への影響,2,1+1
172,32816194,Cerebellar Grey Matter Volume in Older Persons Is Associated with Worse Cognitive Functioning,高齢者の小脳灰白体容積は認知機能の低下と関連している,2,1+1
173,33975314,Apathy Measures in Older Adults and People with Dementia: A Systematic Review of Measurement Properties Using the COSMIN Methodology,高齢者および認知症患者における無関心度測定：COSMIN手法を用いた測定特性の系統的レビュー,2,1+0
174,31435870,Diagnosing and Treating Depression in Patients with Alzheimer's Disease,アルツハイマー病患者におけるうつ病の診断と治療,2,1+0
175,27111252,Neuropsychiatric symptoms and Apolipoprotein E: Associations with eventual Alzheimer's disease development,神経精神症状とアポリポタンパク質E：アルツハイマー病発症との関連性,2,1+0
176,25904206,Caregiver burden in amyotrophic lateral sclerosis: a cross-sectional investigation of predictors,筋萎縮性側索硬化症における介護者の負担：予測因子の横断的研究,2,1+1
177,38443298,Study Partner Report of Apathy in Older Adults is Associated with AD Biomarkers: Findings from the Harvard Aging Brain Study,高齢者の無関心に関する研究パートナー報告はアルツハイマー病バイオマーカーと関連：ハーバード老化脳研究からの知見,2,1+1
179,31683475,Psychiatric Phenocopy Syndrome of Behavioral Frontotemporal Dementia: Behavioral and Cognitive Fingerprint,行動性前頭側頭型認知症の精神症状模倣症候群：行動および認知の指紋,2,1+1
180,31003069,Dopamine receptor D(4) (DRD(4)) polymorphisms with reduced functional potency intensify atrophy in syndrome-specific sites of frontotemporal dementia,機能的効力が低下したドーパミン受容体D4（DRD4）多型は、前頭側頭型認知症の症候群特異的部位における萎縮を悪化させる,1,1+0
181,28248557,The Parkinson's Active Living (PAL) Program,パーキンソン病患者向けアクティブ・リビング（PAL）プログラム,2,1+1
183,32490831,Resting-state fMRI analysis in apathetic Alzheimer's disease,無関心型アルツハイマー病における安静時fMRI解析,2,1+0
184,30369270,The burden of apathy for caregivers of patients with amyotrophic lateral sclerosis,筋萎縮性側索硬化症患者の介護者における無気力の負担,2,0+1
185,29189922,Apathy and its impact on patient outcome in amyotrophic lateral sclerosis,筋萎縮性側索硬化症における無関心とその患者転帰への影響,2,1+1
186,26822417,Apathy is associated with poor prognosis in amyotrophic lateral sclerosis,無関心は筋萎縮性側索硬化症の予後不良と関連している,2,1+1
187,33033486,Behavioral and Psychological Effects of Coronavirus Disease-19 Quarantine in Patients With Dementia,認知症患者における新型コロナウイルス感染症-19隔離の行動的・心理的影響,2,1+0
189,28871794,Differentiating Between Apathy and Depression in Patients With Parkinson Disease Dementia,パーキンソン病認知症患者における無関心と抑うつの鑑別,2,1+0
190,32602253,Parkinson disease clinical subtypes: key features & clinical milestones,パーキンソン病の臨床サブタイプ：主な特徴と臨床的マイルストーン,2,1+1
191,40488989,Clinical MRI to predict motor and non-motor effects of deep brain stimulation in Parkinson disease,パーキンソン病における深部脳刺激の運動効果および非運動効果を予測する臨床MRI,2,1+0
192,37351584,Associations between neuropsychiatric symptoms of affective and vegetative domains and brain morphology in aging people with mild cognitive impairment and Alzheimer's disease,軽度認知障害およびアルツハイマー病を有する高齢者の情動領域および自律神経領域の神経精神症状と脳形態との関連性,2,1+0
193,40308647,Neuropsychiatric Symptoms and Mortality in Cognitively Normal Older Mexican Americans,認知機能正常なメキシコ系アメリカ人高齢者における神経精神症状と死亡率,2,1+0
194,35912738,Association of Cerebral Small Vessel Disease Burden with Neuropsychiatric Symptoms in Non-Demented Elderly: A Longitudinal Study,非認知症高齢者における脳小血管病変負荷と神経精神症状の関連：縦断研究,2,1+1
196,39579261,Psychometric properties and clinical correlates of the Frontal Behaviour Inventory in progressive supranuclear palsy: data from the PSP-NET,進行性核上性麻痺における前頭葉行動目録の心理測定特性と臨床的相関：PSP-NETからのデータ,2,1+0
197,27514578,Dementia after Three Months and One Year from Stroke: New Onset or Previous Cognitive Impairment?,脳卒中後3ヶ月および1年経過時の認知症：新規発症か既往認知障害か？,1,1+0
198,29110353,Amotivation is associated with smaller ventral striatum volumes in older patients with schizophrenia,高齢統合失調症患者における無動機性は腹側線条体容積の減少と関連する,2,1+0
201,31700058,"Depression and Apathy After Transient Ischemic Attack or Minor Stroke: Prevalence, Evolution and Predictors",一過性脳虚血発作または軽微な脳卒中後のうつ病と無関心：有病率、経過、予測因子,2,1+1
202,29521883,Residual Symptoms After Treatment for Depression in Patients With Coronary Heart Disease,冠動脈性心疾患患者におけるうつ病治療後の残存症状,2,1+0
203,28035924,The Effect of the Association between Donepezil and Choline Alphoscerate on Behavioral Disturbances in Alzheimer's Disease: Interim Results of the ASCOMALVA Trial,ドネペジルとコリン・アルファスケレートとの併用がアルツハイマー病の行動障害に及ぼす影響：ASCOMALVA試験の中間結果,2,1+0
204,29100973,Evaluating psychiatric symptoms in Parkinson's Disease by a clinimetric analysis of the Hopkins Symptom Checklist (SCL-90-R),ホプキンズ症状チェックリスト（SCL-90-R）の臨床測定学的分析によるパーキンソン病の精神症状の評価,2,1+1
206,26507184,"Associations Between Original and a Reduced Frontal Systems Behavior Scale (FrSBe), Cognition, and Activities of Daily Living in a Large Neurologic Sample",大規模神経学的サンプルにおけるオリジナル版および短縮版前頭葉システム行動尺度（FrSBe）、認知機能、日常生活動作の関連性,2,1+0
208,31559533,Cognitive impairment and structural brain damage in multiple system atrophy-parkinsonian variant,多系統萎縮症（パーキンソン型）における認知機能障害と脳構造損傷,2,1+1
211,35364452,Specific depressive symptoms are related with different patterns of alcohol use in community-dwelling older adults,地域在住高齢者における特定の抑うつ症状と異なる飲酒パターンの関連性,2,1+0
212,40659932,Brain functional connectivity changes in amyotrophic lateral sclerosis with apathy and depression,無関心と抑うつを伴う筋萎縮性側索硬化症における脳機能的接続性の変化,2,1+0
214,35147532,Clinical Trajectories of Neuropsychiatric Symptoms in Mild-Moderate to Advanced Dementia,軽度～中等度から高度認知症における神経精神症状の臨床経過,2,1+1
215,40384367,The Unseen Burden: Uncovering Shame and Its Determinants in Parkinson's Disease,見えない負担：パーキンソン病における羞恥心とその決定要因の解明,2,1+0
218,31342135,Regional changes in the type 1 cannabinoid receptor are associated with cognitive dysfunction in Parkinson's disease,地域的なカンナビノイド受容体1型（CB1R）の変化はパーキンソン病における認知機能障害と関連する,2,1+0
219,30911822,Olfaction and taste in Parkinson's disease: the association with mild cognitive impairment and the single cognitive domain dysfunction,パーキンソン病における嗅覚と味覚：軽度認知障害および単一認知領域機能障害との関連,2,1+0
220,35742625,Mediation Analyses of the Role of Apathy on Motoric Cognitive Outcomes,運動認知機能に対する無関心（アパシー）の役割に関する媒介分析,2,1+0
221,39781213,Stratifying Risk for Cognitive Decline in Older Adult Populations using the Geriatric Depression Scale,老年うつ病尺度を用いた高齢者集団における認知機能低下のリスク層別化,2,1+0
223,31830849,The Longitudinal Impact of Excessive Daytime Somnolence on Motor and Nonmotor Symptoms of Parkinson's Disease in a Southeast Asian Cohort,東南アジアコホートにおける過度の昼間眠気がパーキンソン病の運動症状および非運動症状に及ぼす経時的影響,2,1+1
224,33423870,Structural Brain Differences Between Cognitively Impaired Patients With and Without Apathy,無関心症の有無による認知障害患者の脳構造的差異,2,1+0
225,39266407,Differential Social Cognitive Performance in Older Adults With Mild Cognitive Impairment and Dementia,軽度認知障害と認知症を有する高齢者の社会的認知機能の差異,2,1+0
227,39490916,Abnormal intrinsic brain functional network dynamics in stroke and correlation with neuropsychiatric symptoms revealed based on lesion and cerebral blood flow,脳卒中における脳内機能ネットワークの異常な動態と神経精神症状との相関：病変と脳血流に基づく解明,2,1+0
229,37995462,Prevalence of post-stroke cognitive impairment and associated risk factors in Chinese stroke survivors,中国脳卒中生存者における脳卒中後認知障害の有病率と関連リスク因子,2,1+0
230,38153242,Apathy mediates the association between age and cognition after stroke,脳卒中後の年齢と認知機能の関連における無気力の媒介作用,2,1+1
231,26890774,Apathy and Attentional Biases in Alzheimer's Disease,アルツハイマー病における無関心と注意バイアス,2,1+0
232,34924392,"Cerebral Volumetric Correlates of Apathy in Alzheimer's Disease and Cognitively Normal Older Adults: Meta-Analysis, Label-Based Review, and Study of an Independent Cohort",アルツハイマー病および認知機能正常高齢者における無気力と脳容積の相関：メタ分析、ラベルベースレビュー、および独立コホート研究,2,1+0
234,29548857,C-Reactive Protein Can Be an Early Predictor of Poststroke Apathy in Acute Ischemic Stroke Patients,急性虚血性脳卒中患者における脳卒中後無気力の早期予測因子としてのC反応性タンパク質,2,1+0
235,29966477,Neuropsychiatric Symptoms and Caregiver Burden in Individuals With Alzheimer's Disease: The TEAM-AD VA Cooperative Study,アルツハイマー病患者の神経精神症状と介護者の負担：TEAM-AD VA 共同研究,2,1+1
237,29409164,"Reliability and structural validity of the Chinese version of the Neuropsychiatric Inventory, Nursing Home version",神経精神科評価尺度（Neuropsychiatric Inventory）介護施設版中国語版の信頼性と構造的妥当性,2,1+0
238,36092817,White matter hyperintensities in dementia with Lewy bodies are associated with poorer cognitive function and higher dementia stages,レビー小体型認知症における白質高信号域は、認知機能の低下および認知症段階の進行と関連している,2,1+1
240,38696151,[Diagnostic approaches to assessing mild behavioral impairment in patients with mild cognitive impairment],[軽度認知障害患者における軽度行動障害の評価診断アプローチ],2,1+0
242,32888656,Behavioural Disturbances in Patients with Diagnosis of Neurocognitive Disorder in Bogotá (Colombia),ボゴタ（コロンビア）における神経認知障害と診断された患者の行動障害,2,1+1
243,29449185,"Association of coffee consumption and non-motor symptoms in drug-naïve, early-stage Parkinson's disease",薬物未治療の初期段階パーキンソン病におけるコーヒー摂取と非運動症状の関連性,2,1+1
244,36434931,The effectiveness of non-pharmacological interventions using information and communication technologies for behavioral and psychological symptoms of dementia: A systematic review and meta-analysis,認知症の行動・心理症状に対する情報通信技術を用いた非薬物療法の効果：系統的レビューとメタ分析,2,0+1
245,33640853,Automated analysis of lexical features in frontotemporal degeneration,前頭側頭型認知症における語彙的特徴の自動分析,2,1+0
248,32036726,Felt Age Among Racial/Ethnic Minority Older Adults Attending a Senior Center,高齢者センターを利用する人種的・民族的マイノリティ高齢者の自覚年齢,2,1+0
251,36941070,Apathy in Patients With Cerebral Amyloid Angiopathy: A Multimodal Neuroimaging Study,脳アミロイド血管症患者における無関心：多模態神経画像研究,2,1+1
252,25967086,Dopamine enhances willingness to exert effort for reward in Parkinson's disease,パーキンソン病における報酬獲得のための努力意欲を高めるドーパミンの作用,2,1+1
255,38426222,Atrophy network mapping of clinical subtypes and main symptoms in frontotemporal dementia,前頭側頭型認知症における臨床亜型と主要症状の萎縮ネットワークマッピング,2,1+0
256,33227684,Subjective cognitive Complaints in early Parkinson's disease patients with normal cognition are associated with affective symptoms,正常な認知機能を有する早期パーキンソン病患者における主観的認知苦情は情動症状と関連する,1,1+1
258,26717857,Apathy and striatal dopamine defects in non-demented patients with Parkinson's disease,パーキンソン病非認知症患者における無関心と線条体ドーパミン機能障害,2,1+0
259,36490272,Are neuropsychiatric symptoms a marker of small vessel disease progression in older adults? Evidence from the Lothian Birth Cohort 1936,神経精神症状は高齢者の小血管病変進行のマーカーか？ 1936年ロージアン出生コホートからの証拠,2,1+1
260,26228083,The association between fatigue and apathy in patients with either Parkinson's disease or multiple sclerosis,パーキンソン病または多発性硬化症患者における疲労と無気力の関連性,2,1+1
262,25769262,The Unique and Combined Effects of Apathy and Depression on Cognition in Parkinson's Disease,パーキンソン病における無関心と抑うつが認知機能に及ぼす単独および複合的影響,2,1+0
263,27070004,Impaired Switching from Self-Prepared Actions in Mild Parkinson Disease,軽度パーキンソン病における自己準備動作からの切り替え障害,2,1+0
266,39862881,"Intranasal oxytocin for apathy in people with frontotemporal dementia (FOXY): a multicentre, randomised, double-blind, placebo-controlled, adaptive, crossover, phase 2a/2b superiority trial",前頭側頭型認知症（FOXY）患者の無関心に対する経鼻オキシトシン：多施設共同、無作為化、二重盲検、プラセボ対照、適応型、クロスオーバー、第2a/2b相優越性試験,2,1+0
267,30085899,Gender Differences in Neuropsychiatric Symptoms in Mild to Moderate Alzheimer's Disease Patients Undergoing Switch of Cholinesterase Inhibitors: A Post Hoc Analysis of the EVOLUTION Study,コリンエステラーゼ阻害薬切り替えを受けた軽度～中等度アルツハイマー病患者における神経精神症状の性差：EVOLUTION研究事後解析,2,1+0
268,25963296,Effects of anosognosia and neuropsychiatric symptoms on the quality of life of patients with Alzheimer's disease: a 24-month follow-up study,アルツハイマー病患者の生活の質に対する無自覚症および神経精神症状の影響：24ヶ月追跡調査,2,1+0
269,34352166,Amyloid Burden and Depressive Symptom Trajectories in Older Adults at Risk of Developing Cognitive Decline,認知機能低下リスクのある高齢者におけるアミロイド負荷と抑うつ症状の経過,1,1+0
270,29548721,The stability of neuropsychiatric subsyndromes in Alzheimer's disease,アルツハイマー病における神経精神学的サブ症候群の安定性,1,1+1
271,36715000,Apathy and depression in mild cognitive impairment: distinct longitudinal trajectories and clinical outcomes,軽度認知障害における無関心と抑うつ：異なる経時的経過と臨床転帰,2,1+1
272,30322899,Cortical correlates of behavioural change in amyotrophic lateral sclerosis,筋萎縮性側索硬化症における行動変化の皮質相関,2,1+0
273,38389222,Loneliness as neurobehavioral issue in amyotrophic lateral sclerosis,筋萎縮性側索硬化症における神経行動学的課題としての孤独感,2,1+0
276,40451311,Investigating the structural neuroimaging signature of apathy in Parkinson's disease,パーキンソン病における無関心症の構造的神経画像学的特徴の検討,2,1+0
277,29710717,Behavioral and Neuropsychiatric Disorders in Alzheimer's Disease,アルツハイマー病における行動・神経精神障害,2,1+1
278,25545189,Circadian sleep/wake rhythm abnormalities as a risk factor of a poststroke apathy,脳卒中後の無関心症の危険因子としての概日睡眠・覚醒リズム異常,2,1+1
279,31448481,Progression of behavioural disturbances in frontotemporal dementia: a longitudinal observational study,前頭側頭型認知症における行動障害の進行：縦断的観察研究,2,1+1
280,29787739,Apathy in individuals with Parkinson's disease associated with mild cognitive impairment. A neuropsychological investigation,軽度認知障害を伴うパーキンソン病患者における無気力。神経心理学的調査,2,1+1
282,37425947,Dissociable effects of dopaminergic medications on depression symptom dimensions in Parkinson's disease,パーキンソン病における抑うつ症状の次元に対するドーパミン作動薬の分離可能な効果,2,1+1
283,40103483,Impaired reward sensitivity in Parkinson's depression is unresponsive to dopamine treatment,パーキンソン病うつ病における報酬感受性障害はドーパミン治療に反応しない,2,1+0
284,37221053,Longitudinal decline in striatal dopamine transporter binding in Parkinson's disease: associations with apathy and anhedonia,パーキンソン病における線条体ドーパミントランスポーター結合の経時的減少：無関心および快感喪失との関連,2,1+0
285,37528586,Caudate volume and symptoms of apathy in older adults with multiple sclerosis,多発性硬化症高齢者の尾状核容積と無関心症状,2,1+1
291,37668827,Application of the mild behavioral impairment checklist in Chinese patients with the behavioral variant of frontotemporal dementia,前頭側頭型認知症の行動変異型を有する中国人患者における軽度行動障害チェックリストの適用,2,1+1
296,33812772,"Social cognitive impairment in early Parkinson's disease: A novel ""mild impairment""?",パーキンソン病初期における社会的認知障害：新たな「軽度障害」？,2,1+0
298,35538300,A longitudinal study on the effects of COVID-19 pandemic on non-motor symptoms in Parkinson's disease,COVID-19パンデミックがパーキンソン病の非運動症状に及ぼす影響に関する縦断的研究,2,1+0
300,26890768,Delusions in Patients with Alzheimer's Disease: A Multidimensional Approach,アルツハイマー病患者における妄想：多次元的アプローチ,2,1+1
301,30107062,Beneficial effects of bilateral subthalamic stimulation on alexithymia in Parkinson's disease,パーキンソン病におけるアレキシサイミアに対する両側視床下核刺激の有益な効果,2,1+0
