article_id,pmid,title_en,title_ja,aggregated_decision,category_votes
81,39793542,The Grief of Older Parents Over the Loss of a Child: A Scoping Review,子を失った高齢親の悲嘆：探索的レビュー,2,1+1
86,25721569,Development of two measures of client engagement for use in home aged care,在宅高齢者ケアにおけるクライアントエンゲージメント評価尺度2種の開発,2,1+0
87,30136743,Comparison of the efficacy of gesture-verbal treatment and doll therapy for managing neuropsychiatric symptoms in older patients with dementia,認知症高齢患者の神経精神症状管理におけるジェスチャー言語療法と人形療法の有効性比較,2,1+0
89,40528389,Neuropsychiatric symptoms and awareness in young-and-late-onset dementia,若年性および遅発性認知症における神経精神症状と自覚症状,2,1+0
100,35420834,Discrete negative emotions and goal disengagement in older adulthood: Context effects and associations with emotional well-being,高齢期における離散的負の感情と目標離脱：文脈効果と情緒的幸福感との関連,1,0+1
101,39004615,Mediating role of social disengagement and loneliness in the nexus between functional health and mental well-being in older individuals,高齢者の機能的健康と精神的ウェルビーイングの関連性における社会的離脱と孤独感の媒介的役割,2,1+1
107,37449850,The impact of COVID-19 pandemic on elderly with neurocognitive disorders,COVID-19パンデミックが神経認知障害を有する高齢者に与える影響,2,0+1
112,30171210,The symptom network structure of depressive symptoms in late-life: Results from a European population study,老年期における抑うつ症状の症状ネットワーク構造：欧州集団研究の結果,2,1+0
117,39023149,"[An attempt to deconstruct the French ""syndrome de glissement""]",[フランス語「syndrome de glissement」の解体試み],2,1+0
119,27060966,Validity of the three apathy items of the Geriatric Depression Scale (GDS-3A) in measuring apathy in older persons,高齢者抑うつ尺度（GDS-3A）の3つの無関心項目が高齢者の無関心を測定する有効性,2,1+0
125,29050493,Serum BDNF Is Positively Associated With Negative Symptoms in Older Adults With Schizophrenia,血清BDNFは高齢統合失調症患者の陰性症状と正の相関を示す,2,1+1
128,28370353,Thriving in relation to cognitive impairment and neuropsychiatric symptoms in Swedish nursing home residents,スウェーデンの介護施設入居者における認知機能障害および神経精神症状に関連する「繁栄」,2,1+0
131,36999914,"""Picturing a Way Forward"": Strategies to Manage the Effects of COVID-19-Related Isolation on Long-Term Care Residents and Their Informal Caregivers",「前進の道筋を描く」：COVID-19関連隔離が長期療養施設入居者とその非公式介護者に及ぼす影響を管理する戦略,2,1+0
135,29730329,The relationship between different settings of medical service and incident frailty,医療サービスの異なる設定と脆弱性発症との関連性,1,1+0
140,27364400,Validation of the Italian version of the Apathy Evaluation Scale (AES-I) in institutionalized geriatric patients,施設入所高齢者における無関心評価尺度（AES-I）イタリア語版の妥当性検証,2,1+0
145,40050378,Comparison of neuro-psychiatric disorders between older adults living in foster families or nursing homes,里親家庭と介護施設で生活する高齢者の神経精神疾患の比較,2,1+0
146,40774233,"Mental fatigue in older adults: A narrative review of subjective, behavioral, neurophysiological, and physical changes",高齢者の精神的疲労：主観的、行動的、神経生理学的、身体的変化に関する記述的レビュー,1,0+1
149,29332552,"Practitioner Views on the Impacts, Challenges, and Barriers in Supporting Older Survivors of Sexual Violence",性的暴力の生存者である高齢者を支援する際の影響、課題、障壁に関する実践者の見解,2,1+1
151,32544926,Motivation and sensitivity to monetary reward in late-life insomnia: moderating role of sex and the inflammatory marker CRP,老年期不眠症における金銭的報酬への動機付けと感受性：性別と炎症マーカーCRPの調整作用,2,0+1
152,38909542,Social dysfunction relates to shifts within socioaffective brain systems among Schizophrenia and Alzheimer's disease patients,社会機能障害は、統合失調症およびアルツハイマー病患者における社会情動的脳システム内の変化と関連する,2,0+1
153,35830959,Implementing Affordable Socially Assistive Pet Robots in Care Homes Before and During the COVID-19 Pandemic: Stratified Cluster Randomized Controlled Trial and Mixed Methods Study,COVID-19パンデミック前および期間中の介護施設における手頃な価格の社会支援型ペットロボットの導入：層別クラスター無作為化比較試験と混合手法研究,2,0+1
160,31829729,Preliminary Research: Virtual Reality in Residential Aged Care to Reduce Apathy and Improve Mood,予備研究：無気力感の軽減と気分改善を目的とした高齢者施設におけるバーチャルリアリティの活用,1,1+1
161,34454923,Feasibility of Group-Based Multiple Virtual Reality Sessions to Reduce Behavioral and Psychological Symptoms in Persons Living in Residential Aged Care,高齢者施設居住者の行動・心理症状軽減に向けた集団型複数回バーチャルリアリティセッションの実施可能性,1,0+1
164,41008351,Language Learning as a Non-Pharmacological Intervention in Older Adults with (Past) Depression,（過去の）うつ病を有する高齢者における非薬物療法としての言語学習,2,1+1
184,30369270,The burden of apathy for caregivers of patients with amyotrophic lateral sclerosis,筋萎縮性側索硬化症患者の介護者における無気力の負担,2,1+0
188,32056946,Predictors of mortality in people with late-life depression: A retrospective cohort study,老年期うつ病患者の死亡予測因子：後ろ向きコホート研究,2,1+0
199,32077733,"More or less energy with age? A motivational life-span perspective on subjective energy, exhaustion, and opportunity costs",加齢に伴うエネルギーの増減？主観的エネルギー、疲労感、機会費用に関する動機付け的生涯発達視点,1,0+1
207,27598269,Residents' Positive and Negative Relationship Networks in a Nursing Home,介護施設における入居者のポジティブおよびネガティブな関係ネットワーク,2,1+0
209,35356846,Does effort-cost decision-making relate to real-world motivation in people living with HIV?,努力コスト意思決定はHIV感染者の現実世界における動機付けと関連するか？,2,1+0
210,33493467,"Physical Frailty, Multimorbidity, and All-Cause Mortality in an Older Population From Southern Italy: Results from the Salus in Apulia Study",南イタリア高齢者集団における身体的虚弱、多疾患併存、全死因死亡率：サラス・イン・アプーリア研究の結果,2,1+0
211,35364452,Specific depressive symptoms are related with different patterns of alcohol use in community-dwelling older adults,地域在住高齢者における特定の抑うつ症状と異なる飲酒パターンの関連性,2,1+1
215,40384367,The Unseen Burden: Uncovering Shame and Its Determinants in Parkinson's Disease,見えない負担：パーキンソン病における羞恥心とその決定要因の解明,2,1+0
221,39781213,Stratifying Risk for Cognitive Decline in Older Adult Populations using the Geriatric Depression Scale,老年うつ病尺度を用いた高齢者集団における認知機能低下のリスク層別化,2,1+0
226,36101657,"Associations of Smoking and Alcohol Consumption with Loneliness, Depression, and Loss of Interest Among Chinese Older Males and Females",喫煙と飲酒が中国の高齢男女における孤独感、抑うつ、興味喪失と関連する,2,1+1
229,37995462,Prevalence of post-stroke cognitive impairment and associated risk factors in Chinese stroke survivors,中国脳卒中生存者における脳卒中後認知障害の有病率と関連リスク因子,2,1+0
230,38153242,Apathy mediates the association between age and cognition after stroke,脳卒中後の年齢と認知機能の関連における無気力の媒介作用,2,1+0
233,25641910,Country variations in depressive symptoms profile in Asian countries: Findings of the Research on Asia Psychotropic Prescription (REAP) studies,アジア諸国における抑うつ症状プロファイルの国別差異：アジア向精神薬処方研究（REAP）の知見,2,1+0
236,25887474,Screening for frailty phenotype with objectively-measured physical activity in a west Japanese suburban community: evidence from the Sasaguri Genkimon Study,西日本郊外地域における客観的に測定された身体活動による虚弱フェノタイプスクリーニング：笹栗元気モン研究からのエビデンス,2,1+1
237,29409164,"Reliability and structural validity of the Chinese version of the Neuropsychiatric Inventory, Nursing Home version",神経精神科評価尺度（Neuropsychiatric Inventory）介護施設版中国語版の信頼性と構造的妥当性,2,1+0
241,33830425,What Is Frailty? Perspectives from Chinese Clinicians and Older Immigrants in New Zealand,虚弱とは何か？ 中国人臨床医とニュージーランド在住高齢移民の視点,2,1+0
243,29449185,"Association of coffee consumption and non-motor symptoms in drug-naïve, early-stage Parkinson's disease",薬物未治療の初期段階パーキンソン病におけるコーヒー摂取と非運動症状の関連性,2,1+1
245,33640853,Automated analysis of lexical features in frontotemporal degeneration,前頭側頭型認知症における語彙的特徴の自動分析,2,1+0
248,32036726,Felt Age Among Racial/Ethnic Minority Older Adults Attending a Senior Center,高齢者センターを利用する人種的・民族的マイノリティ高齢者の自覚年齢,2,1+0
249,30698470,Fall Worry Restricts Social Engagement in Older Adults,転倒への不安が高齢者の社会的関与を制限する,2,1+1
250,40958393,Possible and Probable Dementia and Depressive/Anxiety Symptoms: Mediation Effects of Social Engagement and Loneliness,可能性のある認知症およびうつ病/不安症状：社会的関与と孤独感の媒介効果,2,1+0
261,36201368,Examining Subjective Psychological Experiences of Postoperative Delirium in Older Cardiac Surgery Patients,高齢心臓外科患者における術後せん妄の主観的心理的体験の検討,2,0+1
268,25963296,Effects of anosognosia and neuropsychiatric symptoms on the quality of life of patients with Alzheimer's disease: a 24-month follow-up study,アルツハイマー病患者の生活の質に対する無自覚症および神経精神症状の影響：24ヶ月追跡調査,2,1+0
278,25545189,Circadian sleep/wake rhythm abnormalities as a risk factor of a poststroke apathy,脳卒中後の無関心症の危険因子としての概日睡眠・覚醒リズム異常,2,1+0
288,31526407,Profile of mild behavioral impairment and factor structure of the Mild Behavioral Impairment Checklist in cognitively normal older adults,認知機能正常高齢者を対象とした軽度行動障害チェックリストの軽度行動障害プロファイルと因子構造,2,1+1
291,37668827,Application of the mild behavioral impairment checklist in Chinese patients with the behavioral variant of frontotemporal dementia,前頭側頭型認知症の行動変異型を有する中国人患者における軽度行動障害チェックリストの適用,2,1+0
294,34060188,Apathy and executive functioning among non-demented community-dwelling elderly individuals in an everyday environment: the mediating effect of impulsivity,日常生活環境における非認知症在宅高齢者の無関心と実行機能：衝動性の媒介効果,2,1+1
302,33948656,Influence of Music Therapy and Music-Based Interventions on Dementia: A Pilot Study,音楽療法および音楽に基づく介入が認知症に及ぼす影響：パイロット研究,2,1+0
324,30057445,Improving well-being in patients with major neurodegenerative disorders: differential efficacy of brief social robot-based intervention for 3 neuropsychiatric profiles,主要な神経変性疾患患者のウェルビーイング向上：3つの神経精神プロファイルに対する簡易ソーシャルロボット介入の差別化効果,2,1+0
329,36799956,"[Late-life depression and frailty-Epidemiological, clinical and neurobiological associations]",[老年期うつ病と虚弱－疫学的・臨床的・神経生物学的関連性],2,1+0
330,38557431,"Understanding age-related changes: exploring the interplay of protein intake, physical activity and appetite in the ageing population",加齢に伴う変化の理解：高齢人口におけるタンパク質摂取、身体活動、食欲の相互作用の探求,1,0+1
334,37749500,An ethnography study exploring factors that influence social isolation in care home residents living with dementia and hearing loss,認知症と難聴を併発する介護施設入居者の社会的孤立に影響を与える要因を探る民族誌的研究,2,1+1
338,33173523,The Effects of COVID-19 and Quarantine Measures on the Lifestyles and Mental Health of People Over 60 at Increased Risk of Dementia,認知症リスクの高い60歳以上の人々におけるCOVID-19と隔離措置が生活様式とメンタルヘルスに及ぼす影響,1,1+0
356,31109909,"Impact of Cognitive, Functional, Behavioral Disorders, and Caregiver Burden on the Risk of Nursing Home Placement",認知機能障害、機能障害、行動障害、介護者負担が介護施設入所のリスクに与える影響,2,1+0
360,25559550,Symptom burden in community-dwelling older people with multimorbidity: a cross-sectional study,多疾患併存の在宅高齢者の症状負担：横断研究,1,1+1
361,27222059,"Symptom trajectory and symptom burden in older people with multimorbidity, secondary outcome from the RCT AGe-FIT study",多疾患併存高齢者の症状経過と症状負担：RCT AGe-FIT研究の副次的アウトカム,1,1+1
363,35100918,Residential aged care staff perceptions and responses towards neuropsychiatric symptoms: a mixed methods analysis of electronic healthcare records,神経精神症状に対する高齢者施設職員の認識と対応：電子医療記録を用いた混合手法分析,2,1+0
366,37629464,Mild Behavioral Impairment in Psychogeriatric Patients: Clinical Features and Psychopathology Severity,老年精神科患者における軽度行動障害：臨床的特徴と精神病理学的重症度,2,1+1
368,29059120,"Change in Depression, Confidence, and Physical Function Among Older Adults With Mild Cognitive Impairment",軽度認知障害を有する高齢者の抑うつ、自信、身体機能の変化,2,1+0
369,24670286,The relationship between apathy and participation in therapeutic activities in nursing home residents with dementia: Evidence for an association and directions for further research,認知症介護施設入居者における無関心と治療的活動への参加の関係：関連性の証拠と今後の研究の方向性,2,1+0
374,35331144,The shift from old age to very old age: an analysis of the perception of aging among older people,老年期から超老年期への移行：高齢者の加齢認識に関する分析,1,1+0
377,25729001,Low-grade inflammation differentiates between symptoms of apathy and depression in community-dwelling older individuals,低度炎症が地域在住高齢者の無関心症状と抑うつ症状を区別する,2,1+0
382,37132066,Evaluation of apathy among institutionalized older persons: Its mediating role between cognitive functioning and lack of awareness,施設入所高齢者の無関心症の評価：認知機能と自覚症状の欠如との間の媒介的役割,2,1+0
387,32635640,Effects of the Level of Interactivity of a Social Robot and the Response of the Augmented Reality Display in Contextual Interactions of People with Dementia,認知症患者の状況に応じた相互作用におけるソーシャルロボットの対話レベルと拡張現実ディスプレイの応答が及ぼす影響,2,1+0
388,35819413,Impact of Exergames on the Mental Health of Older Adults: A Systematic Review and GRADE Evidence Synthesis,高齢者におけるエクササイズゲームがメンタルヘルスに与える影響：系統的レビューとGRADEエビデンス統合,2,0+1
394,25567425,Antipsychotics and amotivation,抗精神病薬と意欲減退,1,1+0
395,36554774,The Mental Health of the Peruvian Older Adult during the COVID-19 Pandemic,COVID-19パンデミック下におけるペルー高齢者のメンタルヘルス,1,1+0
410,39164933,Cognitive behavioural treatment for mild Alzheimer's patients and their caregivers (CBTAC): results of a randomised controlled trial,軽度アルツハイマー病患者とその介護者に対する認知行動療法（CBTAC）：無作為化比較試験の結果,2,1+0
413,29097960,Activity Disengagement: Understanding Challenges and Opportunities for Reengagement,活動からの離脱：再関与に向けた課題と機会の理解,2,1+1
414,31640092,"The LIBRA Index in Relation to Cognitive Function, Functional Independence, and Psycho-Behavioral Symptoms in a Sample of Non-Institutionalized Seniors at Risk of Dementia",認知症リスクのある非施設入所高齢者を対象とした認知機能、機能的自立度、精神行動症状とLIBRA指標の関係,2,1+0
415,35853559,"Overweight, obesity, and individual symptoms of depression: A multicohort study with replication in UK Biobank",過体重、肥満、およびうつ病の個別症状：英国バイオバンクにおける再現性のある多コホート研究,1,0+1
420,34708475,Intergenerational relationship quality and activity profiles among older adults in China,中国の高齢者における世代間関係品質と活動プロファイル,1,1+1
423,29213453,Effects of cognitive stimulation on neuropsychiatric symptoms in elderly with Alzheimer's disease: A systematic review,アルツハイマー病高齢者の神経精神症状に対する認知刺激の効果：系統的レビュー,2,1+0
426,28755989,Apathy Mediates Cognitive Difficulties in Geriatric Depression,無関心は老年期うつ病における認知障害を媒介する,2,1+1
427,27184278,Risk Factors for Malnutrition in Older Adults: A Systematic Review of the Literature Based on Longitudinal Data,高齢者における栄養失調の危険因子：縦断データに基づく文献の系統的レビュー,1,0+1
428,27911015,Depression with inflammation: longitudinal analysis of a proposed depressive subtype in community dwelling older adults,炎症を伴ううつ病：地域在住高齢者を対象とした提案されたうつ病サブタイプの縦断的分析,2,1+0
434,30192444,Transdermal Nicotine for the Treatment of Mood and Cognitive Symptoms in Nonsmokers With Late-Life Depression,老年期うつ病を有する非喫煙者における気分および認知症状の治療のための経皮ニコチン,2,1+1
448,31640576,"Peer-to-peer support model to improve quality of life among highly vulnerable, low-income older adults in Cape Town, South Africa",南アフリカ・ケープタウンにおける脆弱性の高い低所得高齢者の生活の質向上に向けたピアサポートモデル,2,0+1
451,35779670,The cardiometabolic depression subtype and its association with clinical characteristics: The Maastricht Study,心代謝性うつ病サブタイプと臨床的特徴との関連：マーストリヒト研究,2,1+0
468,40053803,Building Consensus on the Relevant Criteria to Screen for Depressive Symptoms Among Near-Centenarians and Centenarians: Modified e-Delphi Study,100歳近くの高齢者と100歳以上の高齢者における抑うつ症状のスクリーニング基準に関する合意形成：修正e-デルファイ法による研究,1,1+0
481,32863188,Impact of COVID-19 Pandemic on Health-Related Quality of Life in Uro-oncologic Patients: What Should We Wait For?,COVID-19パンデミックが泌尿器腫瘍患者における健康関連QOLに与える影響：何を待つべきか？,1,1+1
482,35764422,The association of depression and apathy with Alzheimer's disease biomarkers in a cross-cultural sample,抑うつと無気力とアルツハイマー病バイオマーカーの関連性：異文化間サンプルにおける検討,2,0+1
486,26917555,Apathy in Older Persons With Depression: Course and Predictors: The NESDO Study,うつ病を伴う高齢者の無関心：経過と予測因子：NESDO研究,2,1+0
487,26807552,Latent class analysis of the Apathy Scale does not identify subtypes of apathy in general population-based older persons,アパシー尺度に対する潜在クラス分析は、一般人口ベースの高齢者におけるアパシーのサブタイプを特定しない,2,0+1
488,28734148,Apathy in early and late-life depression,老年期初期および後期における無気力,2,1+1
498,32102601,Assessing Mental Health Difficulties of Persons With Huntington's Disease: Does Informant Presence Make a Difference?,ハンチントン病患者の精神保健上の困難の評価：情報提供者の同席は影響を与えるか？,2,0+1
499,33992530,Brain-based mechanisms of late-life depression: Implications for novel interventions,老年期うつ病の脳基盤メカニズム：新規介入への示唆,1,1+0
501,39235323,Effect of health conditions and community program participation on physical activity and exercise motivation in older adults,健康状態と地域プログラム参加が高齢者の身体活動および運動意欲に及ぼす影響,1,0+1
502,27031911,"Nutrition, Frailty and Prevention of Disabilities with Aging",加齢に伴う栄養状態、虚弱化、および障害予防,2,0+1
503,33935080,"Interventional Study to Evaluate the Clinical Effects and Safety of the Nutraceutical Compound BrainUp-10® in a Cohort of Patients with Alzheimer's Disease: A Multicenter, Randomized, Double-Blind, and Placebo-Controlled Trial",アルツハイマー病患者コホートにおける栄養補助食品化合物BrainUp-10®の臨床効果と安全性を評価する介入研究：多施設共同、無作為化、二重盲検、プラセボ対照試験,1,0+1
508,30296336,Effect of Relocation on Neuropsychiatric Symptoms in Elderly Adults Living in Long-Term Care,長期介護施設居住高齢者の神経精神症状に対する転居の影響,2,1+1
510,39862581,Behind closed doors: Homeboundness and psychosocial outcomes. Evidence from a longitudinal study of middle-aged and older adults,閉ざされた扉の向こう側：自宅拘束状態と心理社会的転帰。中高年者を対象とした縦断研究からの知見,2,1+1
511,38899465,Validation of the German version of the 25-item hikikomori questionnaire 25,25項目引きこもり質問票25のドイツ語版妥当性検証,2,0+1
513,32062052,Dealing with the behaviour of residents with dementia that challenges: A stepped-wedge cluster randomized trial of two types of dementia-specific case conferences in nursing homes (FallDem),認知症入居者の問題行動への対応：介護施設における2種類の認知症特化型ケースカンファレンスの段階的ウェッジ法クラスターランダム化試験（FallDem）,1,0+1
516,27048704,Socio-Emotional Adaptation Theory: Charting the Emotional Process of Alzheimer's Disease,社会感情的適応理論：アルツハイマー病の感情的プロセスの図式化,2,0+1
528,28694690,Social participation and perceived depression among elderly population in South Africa,南アフリカの高齢者における社会的参加と抑うつ感,2,0+1
544,36506467,"The longitudinal impact of the COVID-19 pandemic on health behaviors, psychosocial factors, and cognitive functioning in older adults",COVID-19パンデミックが高齢者の健康行動、心理社会的要因、認知機能に及ぼす経時的影響,2,1+0
550,28067611,Depressive Symptomatology and Priming Effects Among Younger and Older Adults,若年成人と高齢成人における抑うつ症状とプライミング効果,1,1+1
553,38942197,Modifiable risk factors for mild cognitive impairment among cognitively normal community-dwelling older adults: A systematic review and meta-analysis,認知機能正常な在宅高齢者の軽度認知障害に対する修正可能な危険因子：系統的レビューとメタ分析,2,0+1
554,29879608,Factor structure of the Geriatric Depression Scale and measurement invariance across gender among Chinese elders,高齢者抑うつ尺度（GDS）の因子構造と中国人高齢者における性別間の測定不変性,1,0+1
556,40438953,"Social isolation, loneliness, genetic risk, and incident dementia in people with type 2 diabetes mellitus: A population-based cohort study",2型糖尿病患者における社会的孤立、孤独感、遺伝的リスクと認知症発症：人口ベースコホート研究,1,0+1
559,33081505,Impact of exergames on psychiatric symptoms in older adults with serious mental illness,重篤な精神疾患を有する高齢者の精神症状に対するエクササイズゲームの影響,2,0+1
561,36190802,Social Frailty in Late Adulthood: Social Cognitive and Psychological Well-Being Correlates,老年期における社会的脆弱性：社会的認知と心理的幸福感の相関関係,2,1+1
563,30703703,Predictors of care dependency in nursing home residents with moderate to severe dementia: A cross-sectional study,中等度から重度の認知症を有する介護施設入居者の介護依存度予測因子：横断研究,2,0+1
564,31860641,Mood and behavioral problems are important predictors of quality of life of nursing home residents with moderate to severe dementia: A cross-sectional study,中等度から重度の認知症を有する介護施設入居者の生活の質における気分および行動問題の重要性：横断研究,2,0+1
566,29415276,"Apathy Is Associated With Greater Decline in Subjective, but not in Objective Measures of Physical Functioning in Older People Without Dementia",無関心は、認知症のない高齢者において、身体機能の主観的測定値のより大きな低下と関連しているが、客観的測定値とは関連していない,1,0+1
570,28065176,"Behavioural and psychological symptoms in general hospital patients with dementia, distress for nursing staff and complications in care: results of the General Hospital Study",一般病院における認知症患者の行動・心理症状、看護スタッフの苦痛、およびケア上の合併症：総合病院研究の結果,1,0+1
571,36775580,Relationship between grave visitation and apathy among community-dwelling older adults,在宅高齢者の墓参りと無気力感との関連性,1,0+1
580,36647923,Frailty under COVID-19 pandemic in Japan: Changes in prevalence of frailty from 2017 to 2021,日本におけるCOVID-19パンデミック下のフレイル：2017年から2021年までのフレイル有病率の変化,2,1+1
584,28181457,Cognitive and affective functions associated with insomnia: a population-based study,不眠に関連する認知機能と情動機能：人口ベース研究,2,1+1
585,31588880,"Yoga-plus exercise mix promotes cognitive, affective, and physical functions in elderly people",ヨガと運動の組み合わせが高齢者の認知機能、情動機能、身体機能を促進,2,0+1
587,35544317,Virtual Reality Intervention for Managing Apathy in People With Cognitive Impairment: Systematic Review,認知障害者の無気力管理のための仮想現実介入：系統的レビュー,1,0+1
597,40157435,Social interaction as a unique form of reward - Insights from healthy ageing and frontotemporal dementia,報酬としての社会的相互作用―健康な加齢と前頭側頭型認知症からの知見,2,0+1
617,30238866,Symptom prevalence and management in older adult patients in Lebanon,レバノンの高齢者患者における症状の有病率と管理,2,0+1
618,34991532,"What can we do when the smoke rolls in? An exploratory qualitative analysis of the impacts of rural wildfire smoke on mental health and wellbeing, and opportunities for adaptation",煙が立ち込めた時、我々は何ができるか？ 農村部における山火事の煙が精神的健康と幸福に与える影響、および適応の機会に関する探索的質的分析,1,1+1
619,33459663,"Life with Parkinson's Disease During the COVID-19 Pandemic: The Pressure Is ""OFF""",COVID-19パンデミック下におけるパーキンソン病との生活：「プレッシャーは『OFF』」,2,0+1
627,39311248,Physical Function Trajectory among High-Functioning Long-Term Care Facility Residents: Utilizing Japanese National Data,高機能長期療養施設入居者の身体機能の軌跡：日本の全国データを利用した分析,1,0+1
631,38400706,"Association of decreased frequency of conversation with depression, oral function and eating alone: A cross-sectional study of older adults during the COVID-19 pandemic",会話頻度の減少とうつ病、口腔機能、単独食事との関連性：COVID-19パンデミック下における高齢者を対象とした横断研究,2,1+1
633,28059789,The Mild Behavioral Impairment Checklist (MBI-C): A Rating Scale for Neuropsychiatric Symptoms in Pre-Dementia Populations,軽度行動障害チェックリスト（MBI-C）：認知症前段階集団における神経精神症状の評価尺度,2,0+1
639,34287277,Changes in Physical and Psychological States with Respect to the Gender of Outpatients Receiving Rehabilitation at Geriatric Health Services Facilities during the COVID-19 State of Emergency,COVID-19緊急事態宣言下における老年医療サービス施設でリハビリテーションを受ける外来患者の性別に応じた身体的・心理的状態の変化,1,1+1
648,34248608,Resting-State Functional Connectivity Signatures of Apathy in Community-Living Older Adults,在宅高齢者の無関心症における安静時機能的接続性の特徴,2,0+1
651,28129741,Life-space and movement behavior in nursing home residents: results of a new sensor-based assessment and associated factors,介護施設入居者の生活空間と移動行動：新たなセンサーベース評価の結果と関連要因,1,1+1
653,25984756,Developing the Person-Environment Apathy Rating for persons with dementia,認知症患者向け「人-環境無関心評価尺度」の開発,1,0+1
654,26055779,The Association Between Characteristics of Care Environments and Apathy in Residents With Dementia in Long-term Care Facilities,長期療養施設における認知症入居者のケア環境特性と無気力との関連性,2,1+1
655,31241031,Association between environmental stimulation and apathy in nursing home residents with dementia,認知症を有する介護施設入居者における環境刺激と無気力感の関連性,2,1+1
656,29437184,Real-Time Observation of Apathy in Long-Term Care Residents With Dementia: Reliability of the Person-Environment Apathy Rating Scale,認知症を伴う長期療養施設入居者における無気力のリアルタイム観察：人-環境無気力評価尺度の信頼性,1,0+1
658,33084927,Associations between depressive complaints and indicators of labour participation among older Dutch employees: a prospective cohort study,高齢オランダ人従業員における抑うつ症状と労働参加指標との関連性：前向きコホート研究,1,0+1
660,39129694,"Enhancing Outcomes in Alzheimer's Disease: Exploring the Effects of a Diversified Rehabilitation Program Combined with Donepezil on Apathy, Cognitive Function, and Family Caregiver Burden",アルツハイマー病における治療成果の向上：ドネペジルと組み合わせた多様化リハビリテーションプログラムが無気力、認知機能、家族介護者の負担に及ぼす影響の検討,2,0+1
663,41193992,Effectiveness of reminiscence therapy on multiple health outcomes for older adults: an umbrella review,高齢者における回想療法の複数の健康アウトカムへの有効性：アンブレラレビュー,1,0+1
665,35844786,Depressive symptoms and gender differences in older adults in Hong Kong during the COVID-19 pandemic: a network analysis approach,COVID-19パンデミック下における香港の高齢者の抑うつ症状と性差：ネットワーク分析アプローチ,2,1+1
669,32659778,A Mixed-Method Study on Strategies in Everyday Personal Goals among Community-Dwelling Older Adults,地域在住高齢者の日常的な個人的目標達成戦略に関する混合手法研究,1,0+1
675,38513369,Daily vitality fluctuations in older adults with depressive symptoms: A multilevel location-scale model,抑うつ症状を有する高齢者の日々の活力変動：多階層位置尺度モデルによる分析,2,1+1
682,29734988,Change in Cognition and Other Non-Motor Symptoms With Obstructive Sleep Apnea Treatment in Parkinson Disease,パーキンソン病における閉塞性睡眠時無呼吸症候群治療に伴う認知機能およびその他の非運動症状の変化,1,0+1
693,40271986,Introducing Virtual Reality to Home-Based Primary Care Veterans With Dementia,認知症を有する在宅一次医療退役軍人へのバーチャルリアリティ導入,1,0+1
