article_id,pmid,title_en,title_ja,aggregated_decision,category_votes
150,25238282,Prevalence and correlates of the unmet supportive care needs of individuals diagnosed with a haematological malignancy,血液悪性腫瘍と診断された個人の未充足な支持療法ニーズの有病率と関連要因,2,0+1
165,27981366,A prospective exploration of symptom burden clusters in women with breast cancer during chemotherapy treatment,化学療法中の乳癌女性における症状負担クラスターの前向き探索,2,0+1
167,25458810,Apathy in older patients with type 2 diabetes,2型糖尿病高齢患者における無関心,2,1+1
178,38108673,Is Apathy a New Risk Factor for Adverse Health Outcomes Among Older Adults With CKD?,無気力はCKD高齢者の健康悪化リスク因子か？,1,0+1
187,33033486,Behavioral and Psychological Effects of Coronavirus Disease-19 Quarantine in Patients With Dementia,認知症患者における新型コロナウイルス感染症-19隔離の行動的・心理的影響,2,1+0
202,29521883,Residual Symptoms After Treatment for Depression in Patients With Coronary Heart Disease,冠動脈性心疾患患者におけるうつ病治療後の残存症状,2,1+1
205,30617439,Perspectives of patients and health professionals on the experience of living with psoriatic arthritis-related foot problems: a qualitative investigation,乾癬性関節炎に関連する足の問題を抱えて生活する経験に関する患者と医療専門家の視点：質的調査,2,0+1
209,35356846,Does effort-cost decision-making relate to real-world motivation in people living with HIV?,努力コスト意思決定はHIV感染者の現実世界における動機付けと関連するか？,2,1+1
210,33493467,"Physical Frailty, Multimorbidity, and All-Cause Mortality in an Older Population From Southern Italy: Results from the Salus in Apulia Study",南イタリア高齢者集団における身体的虚弱、多疾患併存、全死因死亡率：サラス・イン・アプーリア研究の結果,2,1+1
216,40753941,Assessment of depression in total laryngectomy patients,全喉頭摘出術患者の抑うつ評価,1,1+0
228,36508212,Neural Drive Impairment in Chronic Kidney Disease Patients Is Associated with Neuromuscular Fatigability and Fatigue,慢性腎臓病患者の神経駆動障害は神経筋疲労性と疲労に関連している,2,1+1
241,33830425,What Is Frailty? Perspectives from Chinese Clinicians and Older Immigrants in New Zealand,虚弱とは何か？ 中国人臨床医とニュージーランド在住高齢移民の視点,2,1+0
253,26899820,"Differences in Symptom Burden Among Patients With Moderate, Severe, or Very Severe Chronic Obstructive Pulmonary Disease",中等度、重度、非常に重度の慢性閉塞性肺疾患患者における症状負担の差異,2,1+1
254,29737879,"Associations between chronotype, sleep disturbances and seasonality with fatigue and inflammatory bowel disease symptoms",クロノタイプ、睡眠障害、季節性要因と疲労感および炎症性腸疾患症状との関連性,2,1+1
261,36201368,Examining Subjective Psychological Experiences of Postoperative Delirium in Older Cardiac Surgery Patients,高齢心臓外科患者における術後せん妄の主観的心理的体験の検討,2,1+1
275,40762150,Men's Perceptions of Non-Cancer Related Lymphoedema: A Qualitative Diary Study,非がん関連リンパ浮腫に対する男性の認識：質的日記研究,2,0+1
281,39996907,Sexual Health of Patients in Treatment for Lung Cancer: An Undercover Concern for Patients and Oncologists,肺がん治療患者の性的健康：患者と腫瘍医にとっての隠れた懸念,1,0+1
298,35538300,A longitudinal study on the effects of COVID-19 pandemic on non-motor symptoms in Parkinson's disease,COVID-19パンデミックがパーキンソン病の非運動症状に及ぼす影響に関する縦断的研究,2,1+0
303,33622666,"[Frailty, depression and prognosis after transcatheter aortic valve replacement: a review of the literature]",[経カテーテル大動脈弁置換術後の虚弱、抑うつおよび予後：文献レビュー],2,1+0
308,26295379,The SPADE Symptom Cluster in Primary Care Patients With Chronic Pain,慢性疼痛を有するプライマリケア患者におけるSPADE症状クラスター,1,0+1
316,36736499,Palliative Care Needs of Physically Frail Community-Dwelling Older Adults With Heart Failure,心不全を有する身体的虚弱な在宅高齢者の緩和ケアニーズ,2,1+1
352,30713036,Quality of life in men living with advanced and localised prostate cancer in the UK: a population-based study,英国における進行性および限局性前立腺癌患者の生活の質：人口ベース研究,2,1+1
359,39503372,Normalcy Among Individuals Living With Long-Term Mechanical Circulatory Support: A Reflexive Thematic Analysis,長期機械的循環補助装置を装着した患者の日常性：反射的テーマ分析,2,1+0
360,25559550,Symptom burden in community-dwelling older people with multimorbidity: a cross-sectional study,多疾患併存の在宅高齢者の症状負担：横断研究,1,1+1
361,27222059,"Symptom trajectory and symptom burden in older people with multimorbidity, secondary outcome from the RCT AGe-FIT study",多疾患併存高齢者の症状経過と症状負担：RCT AGe-FIT研究の副次的アウトカム,1,0+1
378,29670402,"Apathy and depressive symptoms in older people and incident myocardial infarction, stroke, and mortality: a systematic review and meta-analysis of individual participant data",高齢者における無関心と抑うつ症状と心筋梗塞、脳卒中、死亡率の発生：個別参加者データの系統的レビューとメタ分析,1,1+0
406,38769801,Comparative analysis of symptom burdens and influential factors among diverse terminally-ill patients,多様な末期患者における症状負担と影響要因の比較分析,2,1+1
419,29256912,Apathy and Cognitive Deficits in Patients with Transient Global Ischemia After Cardiac Arrest,心停止後の一過性全脳虚血患者における無関心と認知機能障害,2,1+1
427,27184278,Risk Factors for Malnutrition in Older Adults: A Systematic Review of the Literature Based on Longitudinal Data,高齢者における栄養失調の危険因子：縦断データに基づく文献の系統的レビュー,1,1+0
428,27911015,Depression with inflammation: longitudinal analysis of a proposed depressive subtype in community dwelling older adults,炎症を伴ううつ病：地域在住高齢者を対象とした提案されたうつ病サブタイプの縦断的分析,2,1+1
429,26296336,Prevalence and correlates of apathy in myotonic dystrophy type 1,筋強直性ジストロフィー1型における無気力の有病率と関連因子,2,1+1
436,35749631,Health-related quality of life outcomes after neoadjuvant chemoradiotherapy for rectal cancer in NRG Oncology/NSABP R-04,NRG Oncology/NSABP R-04 における直腸癌の新補助化学放射線療法後の健康関連QOLアウトカム,1,1+1
446,34520997,Symptom experience of older oncology patients with low versus high levels of multimorbidity prior to chemotherapy,化学療法前の多疾患併存度が高い群と低い群における高齢がん患者の症状経験,2,1+1
451,35779670,The cardiometabolic depression subtype and its association with clinical characteristics: The Maastricht Study,心代謝性うつ病サブタイプと臨床的特徴との関連：マーストリヒト研究,2,1+0
457,24963835,Determinants of functional outcome in hip fracture patients: the role of specific neuropsychiatric symptoms,股関節骨折患者の機能的転帰の決定要因：特定の神経精神症状の役割,1,1+1
463,38940382,"Chronic fatigue in the general population: Prevalence, natural course and associations with chronic pain (the HUNT pain study)",一般集団における慢性疲労：有病率、自然経過および慢性疼痛との関連性（HUNT疼痛研究）,2,1+1
468,40053803,Building Consensus on the Relevant Criteria to Screen for Depressive Symptoms Among Near-Centenarians and Centenarians: Modified e-Delphi Study,100歳近くの高齢者と100歳以上の高齢者における抑うつ症状のスクリーニング基準に関する合意形成：修正e-デルファイ法による研究,1,0+1
469,28124590,A Multicentre Italian Validation Study in Aging Adults with Down Syndrome and Other Forms of Intellectual Disabilities: Dementia Screening Questionnaire for Individuals with Intellectual Disabilities,ダウン症候群およびその他の知的障害を有する高齢成人を対象としたイタリア多施設共同検証研究：知的障害者向け認知症スクリーニング質問票,2,0+1
470,39231554,Association between apathy and caregiver burden in patients with amyotrophic lateral sclerosis: a cross-sectional study,筋萎縮性側索硬化症患者における無関心と介護負担の関連性：横断研究,2,0+1
472,33392982,Relationship between self-reported visual impairment and worsening frailty transition states in older people: a longitudinal study,自己申告による視覚障害と高齢者の虚弱化進行状態悪化との関連性：縦断的研究,2,1+1
476,35360276,The Relationship Between Hearing and Mild Behavioral Impairment and the Influence of Sex: A Study of Older Adults Without Dementia from the COMPASS-ND Study,聴覚と軽度行動障害の関係および性差の影響：COMPASS-ND研究における認知症のない高齢者を対象とした研究,2,1+1
477,31565112,Effect of Hearing Ability and Mild Behavioural Impairment on MoCA and Memory Index Scores,聴力および軽度行動障害がMoCAおよび記憶指数スコアに及ぼす影響,1,1+1
481,32863188,Impact of COVID-19 Pandemic on Health-Related Quality of Life in Uro-oncologic Patients: What Should We Wait For?,COVID-19パンデミックが泌尿器腫瘍患者における健康関連QOLに与える影響：何を待つべきか？,1,0+1
484,27355103,"Clinically significant psychiatric symptoms among male carriers of the fragile X premutation, with and without FXTAS, and the mediating influence of executive functioning",脆弱X症候群前変異を有する男性における臨床的に有意な精神症状（FXTASの有無別）と実行機能の媒介的影響,2,0+1
486,26917555,Apathy in Older Persons With Depression: Course and Predictors: The NESDO Study,うつ病を伴う高齢者の無関心：経過と予測因子：NESDO研究,2,0+1
490,31256511,Androgen deficiency in older men,高齢男性におけるアンドロゲン欠乏症,1,1+1
497,38839833,"Cognitive profile, neuroimaging and fluid biomarkers in post-acute COVID-19 syndrome",急性期後COVID-19症候群における認知プロファイル、神経画像、体液性バイオマーカー,2,1+1
502,27031911,"Nutrition, Frailty and Prevention of Disabilities with Aging",加齢に伴う栄養状態、虚弱化、および障害予防,2,1+1
505,39563193,"Concentration, motivation, activity, and subjective fatigue in patients with single-sided deafness",片側性難聴患者における集中力、動機付け、活動性、および主観的疲労感,2,1+1
509,30879736,"Influence of depression and gender on symptom burden among patients with advanced heart failure: Insight from the pain assessment, incidence and nature in heart failure study",進行性心不全患者における抑うつおよび性別が症状負担に及ぼす影響：心不全における疼痛評価、発生率および性質に関する研究からの知見,1,1+1
514,34803857,Plasma Total Tau and Neurobehavioral Symptoms of Cognitive Decline in Cognitively Normal Older Adults,認知機能正常高齢者の血漿総タウと認知機能低下の神経行動症状,2,0+1
517,31937636,Psychosocial Resources and Emotions in Women Living With HIV Who Have Cognitive Impairment: Applying the Socio-Emotional Adaptation Theory,認知障害を伴うHIV感染女性における心理社会的資源と感情：社会感情的適応理論の適用,1,1+1
522,32579704,Prevalence of non-motor symptoms and their association with quality of life in cervical dystonia,頸部ジストニアにおける非運動症状の有病率と生活の質との関連,2,1+0
527,26035777,Symptom distress in patients with end-stage liver disease toward the end of life,終末期肝疾患患者における終末期における症状苦痛,2,0+1
534,32598116,Impact of Loneliness on Brain Health and Quality of Life Among Adults Living With HIV in Canada,カナダにおけるHIV感染成人の孤独感が脳の健康と生活の質に与える影響,1,1+1
536,40441942,Apathy is distinct from depression or fatigue and is associated with poor physical health in an older community cohort,無関心はうつ病や疲労とは異なり、高齢コミュニティコホートにおける身体的健康状態の悪化と関連している,2,1+1
538,33266111,Does Oral Hypofunction Promote Social Withdrawal in the Older Adults? A Longitudinal Survey of Elderly Subjects in Rural Japan,口腔機能低下は高齢者の社会的引きこもりを促進するか？日本の農村地域における高齢者対象の縦断調査,2,1+0
544,36506467,"The longitudinal impact of the COVID-19 pandemic on health behaviors, psychosocial factors, and cognitive functioning in older adults",COVID-19パンデミックが高齢者の健康行動、心理社会的要因、認知機能に及ぼす経時的影響,2,0+1
545,30814568,Investigating causality in the association between vitamin D status and self-reported tiredness,ビタミンD状態と自己申告による疲労感の関連性における因果関係の調査,1,0+1
553,38942197,Modifiable risk factors for mild cognitive impairment among cognitively normal community-dwelling older adults: A systematic review and meta-analysis,認知機能正常な在宅高齢者の軽度認知障害に対する修正可能な危険因子：系統的レビューとメタ分析,2,0+1
555,39823778,Symptoms among patients with breast cancer undergoing endocrine therapy: Application of latent profile analysis and network analysis,内分泌療法を受けている乳がん患者の症状：潜在プロファイル分析とネットワーク分析の適用,1,1+1
556,40438953,"Social isolation, loneliness, genetic risk, and incident dementia in people with type 2 diabetes mellitus: A population-based cohort study",2型糖尿病患者における社会的孤立、孤独感、遺伝的リスクと認知症発症：人口ベースコホート研究,1,0+1
557,28081723,"Kidney dysfunction, systemic inflammation and mental well-being in elderly post-myocardial infarction patients",心筋梗塞後高齢患者における腎機能障害、全身性炎症、および精神的健康状態,2,1+1
562,30953654,Frailty in the Cardiac Surgical Patient: Comparison of Frailty Tools and Associated Outcomes,心臓外科患者における虚弱：虚弱評価ツールの比較と関連アウトカム,1,1+1
565,34124966,Patterns of discordance of physical functioning in older persons; different associations for apathy and depression? Results from the NESDO-study,高齢者の身体機能の不一致パターン：無関心と抑うつに対する異なる関連性？ NESDO研究の結果,2,0+1
567,30600489,"The association between apathy, decline in physical performance, and falls in older persons",高齢者の無関心、身体機能の低下、転倒の関連性,1,1+0
572,36509707,"Associations of multidimensional fatigue with the physical, psychological, and situational factors in outpatients with heart failure: a cross-sectional study",心不全外来患者における多次元疲労と身体的・心理的・状況的要因との関連性：横断研究,2,1+1
578,29247347,Patient and physician perspectives on the impact of health-related quality of life in Mexican patients with ANCA-associated vasculitis,メキシコ人ANCA関連血管炎患者における健康関連QOLの影響に関する患者と医師の視点,2,1+1
582,26493280,Cognitive and affective functions in Alzheimer's disease patients with metabolic syndrome,代謝症候群を伴うアルツハイマー病患者の認知機能と情動機能,2,1+1
588,39302979,Identifying symptom cluster in cancer patients undergoing chemotherapy-in Vietnam: A cross-sectional study,化学療法を受けているがん患者における症状クラスターの特定―ベトナムにおける横断研究,1,1+1
591,26205768,Quality of life of patients with chronic lymphocytic leukaemia in the Netherlands: results of a longitudinal multicentre study,オランダにおける慢性リンパ性白血病患者の生活の質：縦断的多施設共同研究の結果,2,1+1
594,27246824,Factors associated with the severity of obstructive sleep apnea in older adults,高齢者における閉塞性睡眠時無呼吸の重症度に関連する要因,1,0+1
595,30315392,Physical symptoms in long-term survivors of rare cancer,希少がんの長期生存者における身体症状,2,1+1
601,30836806,"Differences in baseline characteristics and 1-year psychological factors between participants and non-participants in the randomized, controlled trial regarding patient-led follow-up after rectal cancer (FURCA)",直腸癌患者主導フォローアップに関する無作為化比較試験（FURCA）参加者と非参加者のベースライン特性および1年後の心理的要因の差異,1,0+1
609,32476139,Non-motor symptoms are associated with midline tremor in essential tremor,本態性振戦における正中線振戦と非運動症状の関連性,1,0+1
617,30238866,Symptom prevalence and management in older adult patients in Lebanon,レバノンの高齢者患者における症状の有病率と管理,2,1+1
628,26828906,Prevalence and determinants of fatigue in patients with moderate to severe chronic GvHD,中等度から重度の慢性GVHD患者における疲労の有病率と決定要因,2,1+1
631,38400706,"Association of decreased frequency of conversation with depression, oral function and eating alone: A cross-sectional study of older adults during the COVID-19 pandemic",会話頻度の減少とうつ病、口腔機能、単独食事との関連性：COVID-19パンデミック下における高齢者を対象とした横断研究,2,1+0
635,38237369,Addressing cancer anorexia-cachexia in older patients: Potential therapeutic strategies and molecular pathways,高齢患者におけるがん性食欲不振・悪液質への対応：潜在的な治療戦略と分子経路,1,1+1
637,36293591,"Relationship between Eye Frailty and Physical, Social, and Psychological/Cognitive Weaknesses among Community-Dwelling Older Adults in Japan",日本の地域在住高齢者における眼の脆弱性と身体的、社会的、心理的・認知的脆弱性の関係,2,1+1
650,25865340,More than a decade after live donor nephrectomy: a prospective cohort study,生体腎移植後10年以上経過した患者：前向きコホート研究,2,1+1
652,40903428,Supportive Care Needs From Mid-to Long-Term Follow-Up Among Head and Neck Cancer Survivors: A Longitudinal Cohort Study,頭頸部がん生存者における中長期フォローアップからの支援的ケアニーズ：縦断的コホート研究,1,1+1
658,33084927,Associations between depressive complaints and indicators of labour participation among older Dutch employees: a prospective cohort study,高齢オランダ人従業員における抑うつ症状と労働参加指標との関連性：前向きコホート研究,1,0+1
661,40186124,Associations between neuropsychiatric symptoms and motoric cognitive risk syndrome,神経精神症状と運動認知リスク症候群との関連性,2,0+1
680,39471701,Experiences and needs of colorectal cancer survivors in resource-limited countries: A qualitative descriptive study in Syria,資源制約国における大腸がん生存者の経験とニーズ：シリアにおける質的記述研究,1,1+0
700,40588789,Examining the combined effects of social isolation and oral dysfunction on cognitive decline in community-dwelling older Japanese adults,地域在住日本人高齢者における社会的孤立と口腔機能障害の認知機能低下への複合的影響の検討,1,0+1
715,31434232,Malnutrition is Associated with Behavioral and Psychiatric Symptoms of Dementia in Older Women with Mild Cognitive Impairment and Early-Stage Alzheimer's Disease,軽度認知障害および初期アルツハイマー病を有する高齢女性における認知症の行動・精神症状と栄養不良の関連性,2,1+0
717,34405224,Depressive symptom heterogeneity among older adults after hip fracture,大腿骨頸部骨折後の高齢者における抑うつ症状の異質性,2,1+1
726,27228158,Base Rates of Depressive Symptoms in Patients with Coronary Heart Disease: An Individual Symptom Analysis,冠動脈性心疾患患者における抑うつ症状の基本発生率：個別症状分析,2,1+1
729,38766481,"Balance performance, falls-efficacy and social participation in patients with type 2 diabetes mellitus with and without vestibular dysfunction",平衡機能、転倒効力感、および前庭機能障害の有無による2型糖尿病患者の社会参加,2,1+1
733,29661332,Voice Disorders in the Elderly,高齢者の音声障害,2,1+0
741,36464975,Mid- and Late-Life Physical Activity and Neuropsychiatric Symptoms in Dementia-Free Older Adults: Mayo Clinic Study of Aging,認知症のない高齢者を対象とした中年期および老年期の身体活動と神経精神症状：メイヨー・クリニック加齢研究,2,1+0
744,39427932,Patient reported fatigue after proton therapy for malignant brain tumours - Is there a relation between radiation dose and brain structures?,悪性脳腫瘍に対する陽子線治療後の患者報告による疲労感 - 放射線量と脳構造との関連はあるか？,1,1+0
745,31446592,To eat is to practice-managing eating problems after head and neck cancer,食べることは実践である―頭頸部がん後の摂食障害管理,1,1+0
746,38345702,Interventions to improve social network in older people with sensory impairment: a systematic review,感覚障害を有する高齢者の社会的ネットワーク改善のための介入：系統的レビュー,1,1+0
747,31327051,Moderate-to-high intensity exercise with person-centered guidance influences fatigue in older adults with rheumatoid arthritis,関節リウマチ高齢者の疲労に対する、個人中心の指導を伴う中強度～高強度の運動の影響,1,1+1
764,26348433,Picturing the Experience of Living With Myotonic Dystrophy (DM1): A Qualitative Exploration Using Photovoice,筋強直性ジストロフィー（DM1）との生活体験の可視化：フォトボイスを用いた質的探求,1,1+1
771,30596660,Impacts of impaired face perception on social interactions and quality of life in age-related macular degeneration: A qualitative study and new community resources,加齢黄斑変性における顔面知覚障害が社会的相互作用と生活の質に及ぼす影響：質的研究と新たな地域資源,2,1+0
779,34283032,Improving Diabetes Self-management by Providing Continuous Positive Airway Pressure Treatment to Patients With Obstructive Sleep Apnea and Type 2 Diabetes: Qualitative Exploratory Interview Study,閉塞性睡眠時無呼吸症と2型糖尿病患者に対する持続的気道陽圧療法の提供による糖尿病自己管理の改善：質的探索的インタビュー研究,2,1+1
798,36943287,Physical Function and Physical Activity in Older Breast Cancer Survivors: 5-Year Follow-Up from the Climb Every Mountain Study,高齢乳がんサバイバーの身体機能と身体活動：Climb Every Mountain研究からの5年間追跡調査,2,1+1
799,37130464,Mental health outcomes in older breast cancer survivors: Five-year follow-up from the CLIMB study,高齢乳がん生存者のメンタルヘルス転帰：CLIMB研究による5年間の追跡調査,2,1+1
807,40045225,Is the social withdrawal subscale a valid instrument to assess social withdrawal among colorectal cancer survivors with permanent stomas? A validation study,社会性回避サブスケールは、永久ストーマを有する大腸がん生存者の社会性回避を評価する有効な尺度か？ 妥当性検証研究,2,1+0
808,41087656,Adaptation to colorectal cancer and ostomy: Psychological flexibility mitigates loneliness associated with social withdrawal,大腸癌と人工肛門への適応：社会的引きこもりに関連する孤独感を緩和する心理的柔軟性,2,1+0
818,39608085,The protective effect of vitamin B12 on neuropsychiatric symptoms in dementia-free older adults in a multi-ethnic population,多民族集団における認知症のない高齢者におけるビタミンB12の神経精神症状に対する保護効果,2,1+0
819,32167785,Use of Complementary Health Approaches for Chronic Low-Back Pain: A Pain Research Registry-Based Study,慢性腰痛に対する補完医療アプローチの利用：疼痛研究レジストリに基づく研究,2,1+1
822,37620920,Association between oral hypofunction and general health: a systematic review,口腔機能低下と全身健康状態の関連性：系統的レビュー,2,1+1
826,41248359,In the shadow of Graves' disease: a qualitative interview study of patients' experiences conducted at a secondary referral centre in Sweden,グレーブス病の影で：スウェーデンの二次紹介医療機関における患者体験の質的インタビュー研究,1,1+0
835,29306607,"The Prevalence and Correlates of Frailty in Urban and Rural Populations in Latin America, China, and India: A 10/66 Population-Based Survey",ラテンアメリカ、中国、インドの都市部および農村部における虚弱の有病率と相関関係：10/66 人口ベースの調査,1,1+0
871,28522892,Enhancing Communication in Adults with Dementia and Age-Related Hearing Loss,認知症と加齢性難聴を併せ持つ成人におけるコミュニケーションの促進,2,1+1
874,41076734,Microcytic anemia in older adults: a comprehensive review,高齢者における小球性貧血：包括的レビュー,2,1+1
876,38212973,The Effect of Social Isolation on 1-Year Outcomes After Surgical Repair of Low-Energy Hip Fracture,低エネルギー性股関節骨折手術後1年経過における社会的孤立の影響,2,0+1
882,29503213,A Canadian Survey of Self-Management Strategies and Satisfaction with Ability to Control Pain: Comparison of Community Dwelling Adults with Neuropathic Pain versus Adults with Non-neuropathic Chronic Pain,疼痛管理戦略と疼痛制御能力に対する満足度に関するカナダ調査：神経障害性疼痛を有する在宅成人と非神経障害性慢性疼痛を有する成人の比較,2,0+1
883,26788714,"Survivorship care experiences, information, and support needs of patients with oral and oropharyngeal cancer",口腔がんおよび口腔咽頭がん患者のサバイバーシップケア経験、情報ニーズ、支援ニーズ,2,0+1
891,32404661,Lasting Symptoms After Esophageal Resection (LASER): European Multicenter Cross-sectional Study,食道切除後の持続症状（LASER）：欧州多施設横断研究,2,0+1
903,35753049,Associations between apathy and comprehensive frailty as assessed by the Kihon Checklist among community-dwelling Japanese older adults,地域在住日本人高齢者における無関心と基本チェックリストによる包括的虚弱度の関連性,2,1+0
908,32889699,A Prospective Longitudinal Study on the Relationship Between Glucose Fluctuation and Cognitive Function in Type 2 Diabetes: PROPOSAL Study Protocol,2型糖尿病における血糖変動と認知機能の関係に関する前向き縦断研究：PROPOSAL研究プロトコル,2,0+1
911,40901038,"Functional benefits of ultra-high hydrostatic pressurized brown rice on cognition, apathy, and bone health in older adults: A 12-month randomized controlled trial",超高圧水圧処理玄米が高齢者の認知機能、無気力、骨健康に及ぼす機能的効果：12ヶ月間無作為化比較試験,2,0+1
917,25627292,Getting on with the rest of your life following stroke: a randomized trial of a complex intervention aimed at enhancing life participation post stroke,脳卒中後の日常生活への復帰：脳卒中後の生活参加を促進することを目的とした複合的介入の無作為化試験,2,0+1
919,31503333,Perceived stress is associated with a higher symptom burden in cancer survivors,がん生存者における知覚ストレスと症状負担の増加との関連性,2,1+1
928,29436160,Patterns and predictors of exhaustion episodes in patients with stable COPD: A longitudinal study,安定型COPD患者における疲労エピソードのパターンと予測因子：縦断的研究,2,1+1
940,28228566,Reduced cognitive function in patients with Parkinson disease and obstructive sleep apnea,パーキンソン病および閉塞性睡眠時無呼吸症患者における認知機能低下,2,0+1
946,28127989,Psychiatric symptom burden in older people living with HIV with and without cognitive impairment: the UCSF HIV over 60 cohort study,認知障害の有無にかかわらずHIVに感染している高齢者の精神症状の負担：UCSF HIV 60歳以上コホート研究,2,0+1
958,36498332,Dietary Problems Are Associated with Frailty Status in Older People with Fewer Teeth in Japan,日本の歯数が少ない高齢者における食事の問題と虚弱状態の関連性,2,1+1
961,28937923,Psychological Factors in Chronic Edema: A Case-Control Study,慢性浮腫における心理的要因：症例対照研究,2,1+1
964,31185923,Validity of a novel screen for cognitive impairment and neuropsychiatric symptoms in cardiac rehabilitation,心臓リハビリテーションにおける認知機能障害および神経精神症状の新規スクリーニング法の妥当性,2,1+0
969,25597563,Lower blood pressure and apathy coincide in older persons with poorer functional ability: the Discontinuation of Antihypertensive Treatment in Elderly People (DANTE) Study Leiden,機能能力の低い高齢者では、低血圧と無気力状態が同時に見られる：高齢者における降圧治療中止（DANTE）研究（ライデン）,2,1+1
972,25739637,In depressed older persons higher blood pressure is associated with symptoms of apathy. The NESDO study,うつ状態の高齢者において高血圧は無気力症状と関連する。NESDO研究,2,1+1
976,31151748,Delirium in patients with dementia and in children: Overlap of symptoms profile and possible role for future diagnosis,認知症患者と小児におけるせん妄：症状プロファイルの重複と将来の診断における可能性のある役割,2,0+1
984,37782966,Social isolation and risk of disability in older adults: Effect modification of metabolic syndrome,高齢者の社会的孤立と障害リスク：メタボリックシンドロームの効果修飾,2,1+1
